rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10,rmp11,rmp12,rmp13,rmp14,rmp15,rmp16,rmp17,rmp18,rmp19,rmp20,rmp21,rmp22,rmp23,rmp24,rmp25,rmp26,rmp27,rmp28,rmp29,rmp30,rmp31,rmp32,rmp33,rmp34,rmp35,rmp36,rmp37,rmp38,rmp39
0.000175731,0.00017557,0.000175825,0.000176406,0.000177133,0.000176996,0.000176699,0.000177209,0.00017738,0.000177542,0.000177741,0.000177756,0.00017786,0.000178063,0.000177859,0.000178274,0.000178194,0.000178138,0.000177964,0.000178182,0.000178153,0.000178338,0.000178451,0.000179074,0.000178929,0.000179523,0.000178959,0.000179674,0.000179057,0.000179146,0.000179052,0.000179546,0.000179341,0.000179793,0.000179411,0.000179716,0.000179618,0.00018001,0.000179506
0.000176169,0.00017593,0.000176196,0.000176791,0.00017746,0.000177338,0.000177045,0.00017755,0.000177844,0.000177844,0.000178072,0.000178078,0.000178194,0.000178395,0.000178219,0.000178598,0.000178576,0.000178469,0.000178346,0.000178469,0.000178583,0.000178623,0.000178772,0.000179345,0.000179274,0.000179902,0.000179287,0.000180052,0.000179427,0.000179549,0.000179445,0.000179913,0.000179646,0.000179996,0.000179706,0.000180186,0.000179931,0.000180323,0.00017981
0.000176267,0.000176271,0.000176532,0.000177178,0.000177825,0.000177676,0.000177344,0.000177871,0.000178119,0.000178209,0.000178375,0.000178438,0.000178558,0.00017872,0.000178602,0.00017899,0.000178839,0.00017879,0.000178747,0.000178852,0.000178757,0.000178977,0.00017913,0.000179628,0.000179625,0.000180274,0.000179646,0.000180392,0.000179754,0.000179804,0.000179769,0.000180249,0.000179983,0.00018029,0.000180089,0.000180355,0.000180296,0.000180656,0.000180177
0.000176612,0.000176569,0.00017692,0.000177503,0.000178197,0.00017805,0.000177656,0.00017822,0.000178551,0.00017852,0.000178642,0.000178762,0.000178821,0.000179123,0.000178922,0.000179295,0.000179234,0.000179135,0.000179008,0.000179189,0.000179142,0.000179334,0.000179469,0.000179969,0.000179916,0.000180525,0.000179988,0.000180702,0.000180161,0.000180106,0.000180103,0.00018052,0.000180342,0.000180642,0.000180449,0.000180743,0.000180654,0.000181024,0.00018049
0.000176897,0.000176966,0.000177243,0.000177821,0.000178546,0.000178406,0.000177985,0.000178551,0.000178885,0.00017881,0.000179027,0.000179118,0.000179218,0.000179506,0.000179197,0.000179661,0.00017952,0.000179471,0.000179378,0.000179491,0.00017944,0.000179644,0.000179816,0.000180289,0.000180292,0.000180942,0.000180344,0.000181069,0.00018037,0.00018041,0.000180463,0.000180866,0.000180735,0.000181027,0.000180773,0.000181076,0.000181033,0.000181345,0.000180848
0.000177172,0.000177275,0.000177616,0.000178209,0.000178878,0.000178766,0.000178378,0.00017891,0.000179194,0.000179153,0.000179375,0.000179491,0.00017959,0.000179807,0.000179577,0.000180016,0.000179982,0.000179884,0.000179715,0.000179925,0.000179791,0.000179979,0.000180228,0.000180753,0.000180632,0.000181328,0.000180665,0.000181485,0.000180748,0.000180812,0.000180796,0.000181238,0.000181099,0.000181513,0.000181127,0.000181487,0.000181252,0.000181695,0.000181168
0.000177499,0.000177544,0.000178,0.000178601,0.000179306,0.000179148,0.00017871,0.000179271,0.000179498,0.000179529,0.000179745,0.000179864,0.000179925,0.00018017,0.000179993,0.000180407,0.000180307,0.000180227,0.000180158,0.000180283,0.000180166,0.000180375,0.000180597,0.000181164,0.000181051,0.000180481,0.000181009,0.000181792,0.000181157,0.000181255,0.000181164,0.000181565,0.000181466,0.000181815,0.000181486,0.000181854,0.000181657,0.000182142,0.000181455
0.000177806,0.000177843,0.000178281,0.00017885,0.000179666,0.000179567,0.000179078,0.000179678,0.000179876,0.000179863,0.000180126,0.000180131,0.00018028,0.00018051,0.000180383,0.000180744,0.000180688,0.00018061,0.000180492,0.000180615,0.000180562,0.000180776,0.000180908,0.000181557,0.000181384,0.000181053,0.000181362,0.00018216,0.000181486,0.000181589,0.000181509,0.000181906,0.000181768,0.000182198,0.000181813,0.000182199,0.000182096,0.000182476,0.000181844
0.000178049,0.000178284,0.000178704,0.00017918,0.000180043,0.000179874,0.00017947,0.00018001,0.000180304,0.000180227,0.000180481,0.000180649,0.000180666,0.000180896,0.000180753,0.000181213,0.000181062,0.000180939,0.000180878,0.00018093,0.000181034,0.000181099,0.000181311,0.000181814,0.000181692,0.000180966,0.000181712,0.000182639,0.000181893,0.000181916,0.000181891,0.000182279,0.000182147,0.000182526,0.00018217,0.000182609,0.000182506,0.000182828,0.000182212
0.000178485,0.000178684,0.00017906,0.000179664,0.000180447,0.000180228,0.000179782,0.000180429,0.000180725,0.000180663,0.00018086,0.000180941,0.000181015,0.000181342,0.000181004,0.000181529,0.000181414,0.000181319,0.000181253,0.000181355,0.000181389,0.000181441,0.000181698,0.000182192,0.00018208,0.000181333,0.000182084,0.00018297,0.000182244,0.000182199,0.000182251,0.000182628,0.000182455,0.000182837,0.000182573,0.000182889,0.000182774,0.000183189,0.000182524
0.000178763,0.000179056,0.00017933,0.000180028,0.000180819,0.000180668,0.000180159,0.000180775,0.000180965,0.000181114,0.00018124,0.000181251,0.000181412,0.000181653,0.000181376,0.000181852,0.000181779,0.000181657,0.000181596,0.000181735,0.000181791,0.000181763,0.00018206,0.000182555,0.000182463,0.000181724,0.00018246,0.000183377,0.000182606,0.00018262,0.000182573,0.000183018,0.000182952,0.00018323,0.000182871,0.000183278,0.000183134,0.000183565,0.000182906
0.000178413,0.000179425,0.000179699,0.000180435,0.000181158,0.000181019,0.000180477,0.000181127,0.000181432,0.000181455,0.00018162,0.000181712,0.00018175,0.000182066,0.000181797,0.000182219,0.00018218,0.000182023,0.000181966,0.000182116,0.000182106,0.000182161,0.000182449,0.000182974,0.000182864,0.000182067,0.000182888,0.000183732,0.000182973,0.000182967,0.000182951,0.000183395,0.000183337,0.000183657,0.000183263,0.000183563,0.000183549,0.000183936,0.000183332
0.00017921,0.000179806,0.000180045,0.000180765,0.000181558,0.000181388,0.000180873,0.000181398,0.000181886,0.000181888,0.00018196,0.000182058,0.0001823,0.00018253,0.000182125,0.000182644,0.000182592,0.000182404,0.000182222,0.000182483,0.000182567,0.000182598,0.000182804,0.00018323,0.000183252,0.000182423,0.000183219,0.000184165,0.000183422,0.000183386,0.0001834,0.000183761,0.000183732,0.000183949,0.000183682,0.000183952,0.000183939,0.000184246,0.000183679
0.00017971,0.00018016,0.000180485,0.000181185,0.000181994,0.000181809,0.000181291,0.000181916,0.000182129,0.000182233,0.000182401,0.000182483,0.000182601,0.000182831,0.00018308,0.000182977,0.000182954,0.000182786,0.000182725,0.000182785,0.000182939,0.000183052,0.000183112,0.000183706,0.000183691,0.000182793,0.000183618,0.000184606,0.000183781,0.000183828,0.000183696,0.000184154,0.000184121,0.000184338,0.000184026,0.000184354,0.000184331,0.000184655,0.000184075
0.000179935,0.000180597,0.000180939,0.000181493,0.000182366,0.000182166,0.000181608,0.000182241,0.000182492,0.000182636,0.000182766,0.000182884,0.000183056,0.000183271,0.000183405,0.000183299,0.000183368,0.000183157,0.000183047,0.000183204,0.000183307,0.000183307,0.000183511,0.000184145,0.000184127,0.000183231,0.00018397,0.00018496,0.000184234,0.000184138,0.000184112,0.000184587,0.000184534,0.000184643,0.00018439,0.00018476,0.000184748,0.000184955,0.000184444
0.000180458,0.000180969,0.00018129,0.00018195,0.00018281,0.000182593,0.000181991,0.000182702,0.000182922,0.000183093,0.000183146,0.000183281,0.000183396,0.000183593,0.000183788,0.000183733,0.000183754,0.000183538,0.000183475,0.000183597,0.000183735,0.000183695,0.000183969,0.000184494,0.000184511,0.000183645,0.000184405,0.000185328,0.000184639,0.000184626,0.000184504,0.000184971,0.000184916,0.000185062,0.000184804,0.000185234,0.000185166,0.000185422,0.00018484
0.000180803,0.00018134,0.000181662,0.000182388,0.000183276,0.000182982,0.000182364,0.000182987,0.000183275,0.000183447,0.000183545,0.000183619,0.000183785,0.00018404,0.000184209,0.000184155,0.000184177,0.000183902,0.000183838,0.000184006,0.000184183,0.000184055,0.000184329,0.000184921,0.000184916,0.000183934,0.000184822,0.000185823,0.000185013,0.000184959,0.000184805,0.000185356,0.000185327,0.000185449,0.000185192,0.000185612,0.000185543,0.00018588,0.000185261
0.000181098,0.000181818,0.00018211,0.000182805,0.000183676,0.000183428,0.000182706,0.000183449,0.000183833,0.000183882,0.000183991,0.000184042,0.000184247,0.000184515,0.000184582,0.00018454,0.000184563,0.000184335,0.00018422,0.000184377,0.00018456,0.000184494,0.000184792,0.000185269,0.000185277,0.000184295,0.000185195,0.000186165,0.000185454,0.000185308,0.000185216,0.000185793,0.000185801,0.000185767,0.000185523,0.000185964,0.00018594,0.000186223,0.000185627
0.000181382,0.000182167,0.000182537,0.000183131,0.000184057,0.000183853,0.000183256,0.000183856,0.000184197,0.000184235,0.000184296,0.000184371,0.000184619,0.000184868,0.00018494,0.000185015,0.000184992,0.000184725,0.000184614,0.000184793,0.000184863,0.000184864,0.000185163,0.000185667,0.000185646,0.000184818,0.000185608,0.000186619,0.000185796,0.000185658,0.000185604,0.000186154,0.000186165,0.000186193,0.000185866,0.000186511,0.000186377,0.000186556,0.000185926
0.000181753,0.000182585,0.000182876,0.000183485,0.000184483,0.000184225,0.000183592,0.000184215,0.000184692,0.000184631,0.000184675,0.000184863,0.000185099,0.000185273,0.0001853,0.000185404,0.000185398,0.000185169,0.000185044,0.000185197,0.000185277,0.0001853,0.000185607,0.000186083,0.000186103,0.000185286,0.000185988,0.000187118,0.000186234,0.000186028,0.000186046,0.00018654,0.000186588,0.000186602,0.000186342,0.000186826,0.000186739,0.000187025,0.000186288
0.000181181,0.000182978,0.000183255,0.000183934,0.00018485,0.000184665,0.000183988,0.000184597,0.000184987,0.000185126,0.000185119,0.000185216,0.000185583,0.000185682,0.000185789,0.000185814,0.000185807,0.000185536,0.000185435,0.000185555,0.000185728,0.000185716,0.000185972,0.000186443,0.000186517,0.000185604,0.000186377,0.000187571,0.000186644,0.000186464,0.000186474,0.000186941,0.000187,0.000186997,0.000186756,0.000187238,0.000187179,0.000187436,0.000186845
0.000181425,0.000183392,0.000183673,0.000184301,0.000185309,0.000185109,0.00018435,0.000185074,0.000185423,0.000185523,0.000185498,0.000185587,0.000185936,0.000186056,0.000186239,0.000186246,0.000186276,0.000185927,0.000185888,0.000186001,0.000186134,0.000186062,0.000186341,0.000186984,0.000186873,0.00018584,0.000186785,0.000187963,0.000187012,0.000186841,0.000186877,0.000187387,0.00018741,0.000187454,0.000187092,0.000187547,0.000187611,0.000187849,0.000187247
0.000181698,0.000183819,0.00018407,0.000184763,0.000185726,0.000185454,0.000184808,0.000185503,0.000185796,0.000185877,0.000185917,0.0001861,0.000186353,0.000186493,0.000186581,0.000186655,0.000186634,0.000186247,0.000186305,0.000186369,0.000186583,0.000186486,0.000186784,0.000187357,0.000187368,0.00018632,0.000187251,0.00018838,0.000187441,0.000187251,0.00018724,0.000187833,0.000187866,0.000187877,0.000187468,0.000188097,0.000187936,0.000188208,0.000187667
0.000182106,0.000184159,0.000184585,0.000185203,0.000186161,0.000185849,0.000185206,0.000185877,0.000186182,0.000186328,0.000186305,0.000186482,0.000186776,0.000186914,0.000186936,0.000187117,0.000187074,0.000186658,0.000186697,0.000186808,0.000186995,0.000186898,0.000187177,0.000187806,0.000187797,0.00018682,0.000187628,0.000188895,0.000187872,0.000187686,0.000187695,0.00018825,0.000188271,0.000188254,0.000187873,0.000188572,0.000188393,0.000188609,0.000188058
0.000182552,0.000184661,0.000184933,0.0001856,0.000186517,0.00018631,0.000185623,0.00018625,0.00018667,0.000186747,0.000186782,0.000186845,0.000187243,0.000187356,0.000187366,0.000187503,0.000187487,0.000187101,0.000187048,0.000187242,0.000187391,0.000187173,0.00018767,0.000188324,0.000188255,0.000187291,0.000188041,0.000189243,0.000188405,0.00018819,0.000188119,0.000188715,0.000188717,0.00018868,0.000188366,0.000188897,0.000188874,0.000189027,0.000188522
0.00018292,0.000185093,0.000185439,0.000186003,0.000186987,0.000186806,0.000186046,0.000186715,0.00018707,0.000187134,0.000187148,0.000187292,0.000187656,0.000187843,0.000187806,0.000187881,0.000187908,0.000187535,0.000187465,0.000187649,0.000187748,0.000187655,0.000188097,0.000188748,0.000188658,0.000187649,0.000188455,0.000189668,0.000188727,0.000188643,0.000188425,0.000189068,0.000189115,0.000189076,0.00018875,0.000189276,0.000189236,0.000189493,0.000188814
0.000183254,0.000185522,0.000185742,0.00018646,0.000187426,0.000187232,0.000186501,0.000187119,0.000187486,0.000187618,0.000187616,0.000187784,0.000188196,0.000188183,0.000188139,0.000188366,0.000188372,0.000187915,0.000187965,0.000188106,0.000188185,0.00018806,0.000188483,0.000189225,0.000189043,0.000188183,0.0001889,0.00019007,0.000189121,0.00018907,0.000188908,0.000189432,0.000189521,0.000189477,0.000189213,0.00018967,0.000189625,0.000189859,0.000189274
0.000183689,0.000185966,0.000186252,0.000186863,0.000187887,0.000187638,0.000186865,0.000187521,0.00018796,0.000188079,0.000187945,0.000188177,0.000188578,0.000188621,0.000188599,0.00018875,0.000188832,0.000188386,0.00018839,0.000188534,0.000188647,0.0001885,0.00018888,0.000189624,0.000189509,0.000188603,0.000189314,0.00019053,0.000189614,0.000189402,0.000189377,0.000189929,0.000189938,0.000189896,0.000189669,0.000190089,0.000190095,0.000190385,0.000189754
0.00018417,0.000186426,0.000186691,0.000187317,0.000188309,0.000188111,0.000187303,0.000188006,0.000188465,0.000188508,0.000188402,0.000188675,0.000189046,0.00018902,0.00018907,0.000189175,0.000189322,0.000188832,0.000188829,0.000188883,0.000188988,0.00018903,0.000189359,0.000190074,0.000189942,0.000189205,0.000189691,0.000191025,0.000190022,0.000189852,0.00018978,0.000190349,0.000190395,0.000190291,0.000190095,0.000190545,0.000190599,0.000190819,0.000190181
0.000184759,0.000186863,0.000187132,0.000187695,0.00018876,0.000188606,0.000187735,0.000188361,0.000188871,0.000188949,0.00018889,0.00018902,0.000189511,0.00018945,0.000189493,0.000189741,0.000189727,0.00018922,0.000189235,0.000189257,0.000189507,0.000189332,0.000189822,0.000190509,0.000190355,0.000189638,0.000190076,0.00019143,0.000190531,0.000190368,0.000190257,0.000190788,0.000190791,0.0001907,0.00019047,0.000190947,0.000190956,0.000191276,0.000190534
0.000185223,0.000187236,0.00018758,0.00018811,0.000189279,0.000189015,0.000188178,0.000188867,0.0001893,0.000189415,0.000189263,0.000189482,0.000189938,0.00018993,0.000189855,0.000190157,0.000190233,0.000189675,0.000189717,0.000189753,0.000189928,0.000189851,0.000190223,0.000190933,0.000190777,0.000189996,0.000190488,0.000191932,0.000190885,0.000190796,0.000190635,0.000191282,0.000191244,0.000191116,0.000190891,0.000191453,0.0001914,0.000191666,0.000191015
0.000185634,0.000187685,0.000188034,0.000188541,0.000189732,0.000189474,0.000188557,0.00018929,0.000189692,0.000189875,0.000189746,0.000189915,0.000190428,0.000190362,0.000190265,0.000190547,0.000190607,0.000190077,0.000190083,0.0001902,0.000190344,0.000190273,0.00019063,0.000191392,0.000191264,0.00019046,0.000190927,0.000192491,0.000191283,0.000191246,0.000191121,0.000191745,0.00019169,0.000191625,0.000191343,0.000191809,0.000191872,0.000192142,0.000191455
0.000185985,0.000188187,0.000188411,0.000189044,0.00019011,0.000189945,0.000188993,0.000189649,0.000190173,0.000190293,0.000190106,0.00019037,0.000190859,0.000190755,0.000190685,0.000191025,0.000191133,0.000190506,0.000190553,0.000190662,0.000190781,0.000190676,0.00019102,0.000191808,0.000191741,0.000191023,0.000191305,0.000192771,0.000191711,0.000191672,0.000191484,0.000192158,0.000192132,0.000192061,0.000191765,0.000192276,0.000192227,0.000192551,0.000191878
0.000186556,0.000188606,0.000188826,0.000189523,0.000190649,0.000190425,0.00018942,0.000190109,0.000190551,0.000190671,0.000190586,0.000190735,0.000191258,0.000191295,0.000191113,0.000191446,0.000191552,0.000190924,0.000191006,0.000191126,0.000191244,0.000191119,0.000191491,0.00019227,0.000192164,0.00019156,0.000191796,0.00019328,0.00019217,0.000192074,0.000191891,0.000192591,0.000192472,0.000192486,0.000192208,0.000192702,0.000192767,0.000192962,0.000192339
0.000187248,0.000189081,0.000189263,0.00018993,0.000191149,0.000190843,0.00018985,0.0001906,0.000191077,0.000191148,0.000191055,0.0001912,0.000191781,0.000191756,0.00019152,0.000191908,0.000192033,0.000191391,0.000191447,0.00019155,0.00019174,0.000191572,0.000191923,0.000192653,0.000192665,0.000192136,0.000192336,0.000193737,0.000192651,0.0001925,0.0001923,0.000193039,0.000192942,0.000192897,0.00019264,0.000193137,0.000193206,0.000193403,0.000192757
0.000187778,0.000189553,0.000189705,0.000190409,0.000191568,0.000191288,0.000190292,0.000191018,0.000191483,0.000191605,0.000191466,0.000191673,0.000192246,0.000192361,0.000192015,0.000192377,0.00019248,0.000191826,0.000191897,0.000191993,0.000192151,0.000192011,0.000192393,0.00019305,0.000193135,0.000192521,0.000192755,0.000194105,0.000193066,0.000192901,0.000192776,0.000193462,0.000193337,0.000193395,0.000193074,0.000193559,0.000193557,0.000193871,0.000193206
0.000188308,0.000190026,0.000190215,0.000190866,0.000192089,0.000191808,0.000190737,0.000191458,0.000191955,0.000192054,0.000192007,0.00019219,0.000192722,0.000192772,0.000192441,0.00019288,0.000192903,0.000192301,0.000192242,0.000192447,0.000192573,0.000192422,0.000192872,0.000193541,0.000193576,0.00019301,0.000193226,0.000194642,0.000193561,0.000193244,0.000193195,0.000193974,0.000193877,0.000193868,0.000193512,0.000194043,0.000194165,0.000194353,0.000193682
0.00018883,0.000190486,0.000190648,0.000191308,0.000192534,0.000192309,0.000191196,0.000191886,0.000192503,0.000192548,0.000192434,0.000192588,0.000193179,0.000193182,0.000192996,0.000193317,0.000193386,0.000192716,0.000192749,0.000192881,0.000193018,0.0001929,0.000193293,0.000193978,0.000194073,0.000193549,0.000193601,0.000195117,0.00019406,0.000193722,0.000193642,0.000194431,0.000194285,0.000194295,0.000193972,0.000194491,0.00019464,0.000194822,0.000194197
0.000189467,0.000190978,0.000191136,0.000191769,0.00019308,0.00019274,0.000191672,0.000192407,0.000192999,0.000192926,0.000192878,0.000193019,0.000193701,0.000193607,0.00019337,0.000193765,0.000193828,0.000193163,0.000193215,0.000193357,0.000193518,0.000193303,0.000193767,0.000194461,0.000194499,0.000194037,0.000194174,0.000195546,0.000194585,0.000194121,0.000194089,0.00019493,0.000194655,0.000194811,0.000194461,0.000194962,0.000195069,0.000195243,0.000194618
0.000190123,0.000191396,0.000191581,0.000192237,0.000193531,0.00019318,0.000192186,0.00019283,0.00019343,0.000193389,0.000193356,0.00019349,0.000194133,0.000194151,0.000193857,0.000194289,0.000194251,0.000193656,0.000193732,0.000193804,0.000193966,0.000193748,0.000194279,0.000195001,0.000195046,0.000194487,0.000194558,0.000196114,0.000194959,0.000194538,0.000194539,0.000195362,0.00019517,0.00019523,0.000194854,0.000195454,0.000195517,0.000195731,0.000195061
0.000190508,0.00019193,0.000192025,0.000192738,0.000194083,0.000193683,0.000192618,0.000193297,0.000194093,0.000193911,0.000193764,0.00019401,0.000194671,0.00019468,0.000194332,0.000194689,0.000194756,0.000194063,0.000194159,0.000194289,0.000194467,0.00019421,0.000194728,0.000195424,0.000195435,0.000194875,0.000195049,0.000196519,0.000195403,0.000195042,0.000195062,0.00019579,0.00019563,0.000195685,0.000195358,0.000195885,0.000195966,0.000196222,0.000195439
0.000191055,0.000192373,0.000192499,0.000193191,0.00019451,0.00019412,0.000193062,0.000193794,0.000194616,0.000194336,0.000194167,0.000194507,0.000195124,0.000194955,0.000194735,0.000195154,0.00019529,0.000194542,0.000194621,0.000194744,0.000194956,0.000194716,0.000195093,0.000195839,0.000195923,0.000195455,0.000195498,0.000197075,0.000195869,0.000195495,0.000195502,0.000196256,0.000196095,0.000196113,0.000195834,0.000196279,0.000196447,0.000196606,0.000195891
0.000191546,0.000192888,0.000192972,0.000193668,0.000195011,0.000194643,0.000193511,0.000194159,0.00019504,0.000194852,0.000194784,0.000194952,0.000195518,0.000195306,0.000195174,0.000195707,0.000195734,0.000195014,0.00019511,0.000195263,0.000195363,0.000195219,0.000195623,0.00019632,0.000196418,0.000196133,0.000195932,0.000197652,0.000196318,0.000195978,0.000195952,0.000196744,0.000196562,0.000196635,0.000196307,0.000196769,0.000196995,0.000197138,0.000196396
0.000192188,0.000193333,0.000193406,0.000194191,0.000195538,0.000195075,0.000193948,0.000194665,0.000195581,0.000195265,0.000195232,0.0001954,0.000196104,0.00019579,0.00019566,0.000196224,0.000196237,0.000195498,0.000195565,0.000195738,0.000195865,0.000195618,0.000196152,0.000196789,0.000196873,0.000196563,0.000196432,0.000198034,0.000196817,0.000196455,0.000196417,0.000197205,0.000197029,0.000197043,0.000196821,0.00019728,0.000197417,0.000197558,0.000196856
0.000192601,0.000193816,0.000193836,0.000194636,0.00019603,0.000195645,0.00019444,0.000195145,0.000196044,0.000195696,0.000195705,0.000195913,0.000196565,0.000196423,0.000196173,0.000196671,0.000196637,0.000196001,0.000196019,0.000196202,0.000196361,0.000196025,0.000196658,0.000197378,0.000197321,0.000196987,0.000196906,0.000198551,0.000197263,0.000196948,0.000196892,0.000197667,0.000197478,0.000197578,0.000197301,0.000197742,0.000197929,0.00019806,0.000197269
0.000193188,0.000194275,0.000194354,0.000195175,0.000196476,0.000196105,0.000194921,0.000195651,0.000196563,0.000196154,0.000196133,0.000196321,0.000197093,0.000196806,0.000196592,0.000197084,0.000197171,0.000196449,0.000196479,0.000196593,0.000196817,0.000196441,0.000197139,0.000197733,0.000197843,0.000197384,0.000197387,0.000199005,0.000197766,0.000197473,0.000197386,0.00019809,0.000197968,0.000198046,0.000197745,0.000198243,0.000198415,0.000198479,0.000197805
0.000193703,0.000194742,0.000194875,0.000195615,0.000197009,0.000196655,0.000195365,0.00019613,0.000196958,0.000196603,0.000196635,0.000196814,0.000197572,0.000197007,0.000197126,0.000197618,0.000197684,0.000196857,0.000196919,0.000197137,0.000197361,0.000196927,0.000197552,0.000198172,0.000198353,0.000197969,0.00019786,0.000199457,0.000198319,0.000197991,0.00019791,0.000198594,0.000198471,0.000198578,0.000198212,0.000198713,0.000198925,0.00019899,0.000198251
0.000194243,0.000195254,0.00019533,0.000196116,0.000197416,0.000197151,0.000195895,0.000196683,0.000197534,0.000197101,0.000197173,0.000197307,0.000198025,0.00019759,0.000197611,0.000198095,0.00019806,0.000197387,0.000197377,0.000197663,0.000197794,0.000197421,0.000198011,0.000198667,0.000198764,0.000198549,0.000198412,0.000199975,0.000198747,0.000198467,0.000198351,0.000199053,0.000198967,0.000199006,0.00019866,0.000199252,0.000199412,0.000199465,0.000198676
0.000194843,0.00019574,0.000195861,0.000196601,0.000197966,0.00019765,0.000196438,0.000197162,0.000198056,0.000197704,0.000197645,0.00019769,0.0001986,0.000198048,0.000198083,0.000198598,0.000198582,0.0001979,0.000197844,0.000198115,0.000198288,0.000197964,0.000198529,0.000199242,0.000199283,0.000199004,0.000198873,0.000200448,0.000199177,0.000199,0.000198816,0.000199517,0.000199464,0.000199448,0.000199118,0.000199744,0.000199741,0.000199947,0.000199241
0.000195315,0.000196221,0.000196393,0.000197118,0.000198416,0.000198181,0.000196866,0.000197522,0.000198506,0.000198088,0.000198204,0.000198215,0.000199093,0.000198533,0.00019851,0.000199109,0.000199112,0.000198401,0.000198349,0.000198596,0.000198697,0.000198423,0.000199021,0.000199693,0.000199795,0.000199408,0.000199312,0.000200931,0.000199751,0.000199495,0.000199346,0.00020001,0.000199989,0.000199973,0.000199627,0.000200204,0.000200309,0.000200434,0.000199714
0.000195633,0.000196721,0.000196849,0.000197652,0.000198987,0.000198658,0.00019736,0.000198008,0.000198977,0.000198619,0.000198687,0.000198742,0.00019954,0.000199011,0.000199023,0.000199565,0.000199651,0.000198896,0.000198839,0.000199102,0.000199239,0.00019892,0.000199558,0.000200226,0.000200318,0.000199989,0.000199817,0.000201515,0.000200244,0.000199933,0.000199774,0.000200455,0.000200476,0.000200472,0.000200052,0.000200642,0.000200875,0.000200946,0.00020019
0.000196023,0.000197199,0.000197395,0.000198195,0.000199527,0.00019918,0.000197843,0.000198485,0.000199504,0.000199138,0.000199037,0.00019923,0.000200068,0.000199383,0.000199438,0.000200131,0.000200188,0.000199341,0.000199311,0.000199643,0.00019971,0.000199406,0.000200069,0.000200799,0.000200729,0.000200577,0.000200308,0.000201996,0.000200668,0.000200399,0.000200252,0.000200949,0.000200984,0.000200941,0.00020056,0.00020111,0.000201372,0.000201417,0.000200653
0.000196515,0.000197683,0.00019788,0.00019871,0.000200043,0.000199778,0.000198338,0.000198969,0.000199989,0.000199709,0.000199513,0.000199661,0.000200482,0.00019998,0.000199916,0.000200499,0.000200688,0.000199798,0.000199813,0.000200085,0.000200193,0.000199889,0.000200444,0.000201278,0.000201237,0.000201049,0.000200845,0.000202573,0.000201169,0.000200823,0.000200695,0.00020145,0.00020145,0.00020142,0.000201014,0.00020165,0.000201913,0.000201953,0.000201078
0.000196942,0.000198247,0.000198324,0.000199153,0.000200596,0.000200284,0.000198761,0.000199448,0.000200408,0.000200204,0.000200041,0.000200195,0.000201058,0.000200512,0.000200391,0.000201037,0.000201167,0.000200287,0.000200279,0.000200595,0.000200714,0.000200425,0.000201023,0.00020175,0.000201765,0.00020148,0.000201317,0.000203017,0.000201676,0.000201384,0.000201283,0.000201966,0.000201971,0.000201922,0.000201624,0.000202099,0.000202388,0.0002024,0.00020162
0.000197429,0.000198726,0.000198843,0.00019965,0.000201059,0.000200789,0.000199273,0.000199936,0.000200946,0.000200689,0.000200606,0.000200643,0.000201572,0.000200862,0.000200803,0.000201553,0.00020167,0.000200788,0.000200796,0.000201001,0.000201215,0.000200818,0.000201549,0.000202188,0.000202258,0.000201948,0.000201736,0.00020359,0.000202064,0.000201812,0.000201733,0.000202438,0.000202466,0.000202399,0.000202064,0.00020257,0.000202724,0.000202853,0.000202053
0.000197961,0.00019927,0.000199335,0.000200185,0.000201608,0.000201277,0.000199722,0.000200478,0.000201575,0.00020121,0.000201094,0.000201213,0.000202128,0.000201201,0.000201354,0.000202025,0.000202183,0.000201229,0.000201262,0.000201509,0.000201725,0.00020135,0.000202017,0.000202704,0.000202841,0.000202494,0.000202268,0.000204238,0.000202536,0.000202264,0.000202279,0.000202828,0.000202978,0.00020288,0.000202497,0.000203074,0.000203301,0.000203414,0.000202519
0.000198394,0.000199704,0.000199786,0.000200681,0.000202129,0.000201806,0.000200186,0.000200979,0.000202089,0.00020171,0.00020162,0.000201688,0.000202648,0.000201755,0.000201813,0.000202506,0.000202616,0.000201722,0.000201778,0.000202049,0.000202201,0.000201798,0.000202545,0.00020321,0.000203379,0.000203012,0.000202747,0.000204716,0.000203133,0.000202819,0.000202718,0.000203441,0.000203461,0.000203383,0.00020299,0.000203578,0.000203937,0.000203908,0.000202983
0.000198804,0.000200226,0.000200293,0.000201155,0.000202748,0.000202264,0.000200763,0.000201452,0.000202636,0.000202193,0.000202067,0.000202183,0.000203112,0.00020235,0.000202356,0.000202994,0.000203214,0.000202206,0.000202193,0.000202603,0.000202646,0.000202268,0.000203067,0.000203681,0.000203831,0.000203538,0.000203343,0.00020521,0.000203552,0.000203268,0.000203177,0.000203956,0.000203917,0.000203886,0.000203514,0.000204111,0.00020439,0.000204408,0.000203484
0.000199282,0.000200696,0.000200893,0.00020163,0.000203231,0.000202803,0.000201279,0.000201841,0.000203113,0.000202737,0.000202515,0.000202666,0.000203544,0.000202776,0.00020292,0.000203473,0.000203683,0.000202749,0.000202739,0.00020311,0.000203145,0.000202792,0.000203577,0.000204229,0.000204302,0.000203997,0.000203781,0.000205675,0.000204051,0.000203739,0.000203668,0.000204444,0.000204386,0.000204444,0.000203997,0.000204561,0.000204867,0.000204865,0.000204011
