rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10,rmp11,rmp12,rmp13,rmp14,rmp15,rmp16,rmp17,rmp18,rmp19,rmp20,rmp21,rmp22,rmp23,rmp24,rmp25,rmp26,rmp27,rmp28,rmp29,rmp30,rmp31,rmp32,rmp33,rmp34,rmp35,rmp36,rmp37,rmp38,rmp39
0.000162162,0.000162679,0.000163237,0.000163641,0.000163867,0.000164036,0.000164068,0.000164581,0.000164296,0.00016433,0.00016497,0.000164643,0.000164891,0.000165153,0.000165072,0.000165412,0.000165138,0.000165379,0.000165355,0.000165615,0.000165174,0.000165723,0.000165737,0.000165797,0.000165914,0.000165855,0.000166293,0.000166209,0.000166028,0.000166289,0.000166176,0.000166337,0.000166511,0.00016692,0.000166567,0.000166893,0.000166647,0.000166961,0.000166589
0.0001624,0.000162948,0.000163448,0.000163801,0.000164051,0.000164255,0.000164325,0.000164758,0.000164535,0.000164587,0.000165101,0.00016486,0.00016509,0.000165354,0.000165206,0.000165576,0.000165437,0.000165604,0.000165586,0.000165753,0.000165305,0.000165905,0.000165982,0.000166071,0.000166007,0.000166071,0.000166464,0.000166462,0.000166381,0.000166549,0.000166411,0.000166513,0.00016665,0.000167118,0.000166831,0.000167102,0.00016678,0.000167116,0.000166851
0.0001628,0.000163129,0.000163591,0.000164003,0.000164326,0.000164456,0.000164465,0.000164984,0.00016477,0.00016472,0.000165354,0.00016505,0.000165249,0.00016562,0.000165411,0.000165799,0.000165615,0.000165773,0.000165716,0.000165953,0.000165666,0.000166114,0.000166169,0.000166323,0.000166286,0.000166233,0.000166671,0.000166657,0.000166517,0.000166701,0.000166607,0.000166704,0.000166893,0.000167237,0.000167044,0.00016733,0.000167012,0.000167313,0.000167166
0.00016332,0.000163362,0.000163751,0.000164193,0.000164556,0.000164645,0.000164671,0.000165179,0.000164875,0.00016493,0.000165495,0.000165259,0.000165431,0.0001658,0.000165683,0.000165974,0.000165882,0.000165992,0.00016595,0.000166117,0.000165928,0.000166319,0.0001664,0.000166534,0.000166401,0.000166425,0.000166942,0.000166835,0.000166661,0.000166939,0.000166761,0.000166935,0.000167053,0.000167547,0.000167323,0.000167588,0.000167209,0.000167522,0.00016725
0.000163453,0.000163549,0.000164032,0.000164328,0.000164791,0.000164894,0.000164825,0.000165398,0.000165142,0.000165161,0.000165787,0.000165394,0.00016564,0.000166101,0.000165919,0.00016606,0.000165909,0.000166192,0.000166205,0.000166318,0.000166124,0.000166563,0.000166572,0.00016677,0.000166563,0.00016672,0.000167143,0.000167122,0.000166878,0.000167186,0.000166997,0.000167235,0.00016723,0.000167761,0.000167528,0.000167775,0.000167483,0.000167684,0.000167511
0.00016371,0.000163822,0.000164275,0.000164655,0.000164976,0.000165171,0.000165106,0.000165529,0.000165366,0.000165341,0.000165894,0.000165653,0.000165718,0.00016617,0.000166123,0.000166365,0.000166158,0.000166406,0.000166398,0.000166567,0.000166392,0.000166838,0.000166787,0.000167041,0.000166906,0.000166918,0.000167351,0.00016739,0.000167162,0.00016732,0.000167202,0.000167464,0.000167519,0.00016797,0.00016768,0.00016797,0.000167716,0.000167927,0.000167738
0.000164166,0.000164039,0.00016457,0.000164825,0.000165195,0.000165357,0.000165292,0.000165861,0.00016563,0.000165664,0.00016614,0.000165813,0.000166015,0.000166535,0.000166364,0.000166591,0.000166378,0.000166668,0.000166602,0.00016676,0.000166659,0.000167054,0.000167016,0.000167195,0.000167086,0.000167114,0.000167605,0.000167602,0.00016734,0.000167658,0.000167455,0.000167684,0.000167827,0.000168204,0.000167926,0.000168245,0.000167993,0.000168156,0.000167972
0.000164498,0.000164343,0.000164789,0.000165075,0.000165485,0.000165624,0.000165527,0.000166129,0.000165751,0.000165797,0.00016636,0.000166093,0.000166149,0.000166672,0.000166539,0.00016679,0.000166575,0.000166943,0.0001668,0.00016708,0.000166835,0.000167248,0.000167267,0.000167407,0.00016735,0.000167409,0.000167788,0.000167963,0.000167527,0.000167815,0.000167667,0.000167873,0.000168033,0.000168427,0.000168195,0.000168437,0.000168252,0.000168443,0.000168257
0.000164743,0.000164491,0.000164972,0.000165297,0.000165744,0.000165934,0.000165765,0.000166338,0.000166047,0.000166055,0.000166606,0.000166262,0.000166507,0.000166882,0.000166806,0.000167154,0.000166854,0.000167189,0.000167068,0.000167299,0.000167102,0.00016745,0.000167481,0.000167699,0.000167616,0.000167615,0.000168057,0.000168111,0.000167781,0.000168112,0.000167891,0.000168175,0.000168269,0.000168633,0.000168473,0.000168676,0.000168481,0.000168641,0.000168389
0.00016494,0.000164763,0.000165189,0.000165558,0.0001659,0.000166113,0.000166031,0.000166585,0.000166275,0.000166406,0.000166913,0.000166517,0.000166614,0.000167267,0.000167068,0.000167365,0.000167054,0.00016744,0.000167353,0.000167552,0.000167344,0.000167737,0.000167629,0.000167949,0.000168018,0.000167865,0.000168258,0.000168366,0.000168041,0.000168305,0.000168177,0.000168436,0.000168533,0.000168878,0.000168781,0.000168958,0.000168664,0.000168912,0.000168613
0.000165253,0.000164999,0.000165437,0.000165927,0.00016623,0.000166345,0.000166263,0.00016683,0.00016649,0.000166646,0.000167117,0.000166793,0.000166972,0.0001674,0.000167412,0.000167573,0.000167322,0.00016773,0.00016756,0.000167793,0.000167557,0.000167926,0.000167971,0.000168232,0.000168225,0.00016807,0.000168487,0.000168602,0.000168365,0.000168563,0.000168477,0.000168685,0.000168727,0.000169048,0.000168984,0.000169124,0.00016896,0.0001692,0.000168853
0.000165499,0.000165209,0.000165688,0.000166069,0.000166415,0.000166633,0.000166486,0.000167054,0.000166768,0.000166924,0.000167377,0.000166988,0.000167323,0.000167613,0.000167627,0.000167893,0.00016758,0.000167904,0.000167868,0.000168036,0.000167809,0.000168151,0.000168201,0.000168483,0.000168358,0.000168299,0.00016869,0.000168782,0.000168556,0.000168833,0.000168742,0.00016887,0.000168964,0.000169308,0.000169192,0.000169443,0.000169258,0.000169513,0.000169045
0.000165915,0.000165486,0.000166038,0.000166335,0.000166682,0.000166894,0.000166727,0.000167228,0.000167105,0.000167118,0.000167568,0.000167233,0.000167516,0.000167887,0.000167867,0.000168102,0.000167846,0.000168164,0.000168145,0.000168279,0.000168076,0.000168441,0.000168477,0.000168686,0.000168665,0.000168538,0.000168912,0.000169062,0.000168811,0.000169129,0.000168952,0.000169187,0.000169201,0.000169447,0.000169436,0.000169728,0.000169469,0.000169702,0.00016929
0.000166129,0.000165739,0.000166155,0.000166591,0.000166921,0.0001671,0.000166967,0.000167437,0.000167375,0.000167383,0.00016786,0.000167501,0.000167806,0.000168116,0.000168024,0.000168332,0.000168078,0.000168365,0.000168345,0.000168479,0.000168303,0.000168592,0.000168781,0.000168913,0.000168869,0.00016882,0.000169146,0.000169358,0.000169173,0.000169354,0.000169222,0.000169449,0.000169473,0.000169681,0.000169689,0.000169923,0.000169727,0.000169958,0.000169612
0.000166509,0.000165984,0.000166468,0.000166818,0.000167207,0.000167341,0.00016721,0.000167733,0.000167663,0.000167654,0.000168073,0.000167808,0.000168132,0.000168397,0.000168364,0.000168595,0.000168374,0.000168679,0.000168576,0.000168754,0.000168597,0.000168913,0.000169044,0.00016918,0.000169119,0.000169038,0.000169448,0.000169596,0.000169343,0.000169607,0.000169483,0.000169615,0.000169744,0.000170055,0.000169861,0.000170171,0.000169938,0.000170228,0.00016992
0.000166818,0.000166211,0.000166647,0.000167061,0.000167527,0.000167535,0.00016741,0.000167964,0.000167916,0.000167871,0.000168285,0.00016804,0.000168338,0.000168706,0.000168633,0.000168844,0.000168611,0.000168855,0.000168884,0.000168921,0.000168825,0.000169175,0.00016923,0.000169474,0.000169344,0.000169303,0.000169673,0.000169859,0.000169646,0.000169825,0.000169698,0.000169998,0.000169968,0.000170396,0.000170096,0.000170436,0.000170183,0.00017044,0.000170115
0.000167143,0.000166455,0.000166933,0.000167286,0.000167718,0.0001678,0.000167736,0.000168176,0.000168206,0.000168138,0.000168538,0.000168279,0.000168587,0.000168914,0.000168859,0.00016915,0.00016887,0.000169102,0.000169154,0.000169146,0.000168982,0.000169436,0.000169488,0.000169717,0.000169654,0.000169616,0.000169906,0.000170171,0.000169827,0.00017001,0.000169933,0.000170305,0.000170205,0.000170704,0.000170363,0.000170711,0.000170492,0.000170646,0.000170406
0.000167196,0.000166741,0.000167232,0.000167564,0.000168041,0.000168113,0.000167956,0.000168431,0.000168406,0.000168448,0.000168807,0.000168595,0.000168852,0.000169164,0.000169103,0.000169393,0.000169127,0.000169364,0.00016931,0.000169488,0.000169263,0.000169764,0.000169727,0.000170042,0.000169956,0.00016987,0.000170172,0.000170491,0.000170107,0.000170302,0.000170209,0.00017048,0.00017051,0.000170925,0.000170653,0.000170979,0.000170781,0.000171026,0.00017066
0.000167525,0.000167056,0.000167503,0.000167843,0.000168336,0.000168403,0.000168297,0.000168675,0.000168638,0.000168685,0.000169115,0.000168869,0.00016912,0.000169401,0.000169366,0.000169612,0.000169357,0.000169657,0.000169498,0.000169763,0.000169445,0.000170007,0.000170003,0.000170174,0.000170209,0.000170192,0.000170448,0.000170843,0.00017035,0.000170573,0.000170544,0.000170736,0.000170829,0.000171152,0.000170849,0.000171288,0.000170994,0.000171307,0.000170946
0.000167677,0.00016735,0.000167658,0.000168088,0.000168584,0.000168634,0.000168534,0.000168912,0.00016889,0.000168906,0.000169311,0.000169201,0.000169378,0.000169745,0.000169631,0.000169877,0.000169687,0.000169896,0.00016985,0.000170015,0.000169715,0.000170245,0.000170229,0.000170508,0.000170471,0.000170351,0.000170724,0.000171052,0.000170606,0.000170904,0.000170774,0.000171049,0.000171052,0.000171473,0.000171085,0.000171488,0.000171306,0.000171636,0.000171176
0.000167941,0.00016757,0.000168058,0.000168377,0.00016884,0.000168948,0.000168787,0.000169171,0.000169254,0.000169211,0.000169578,0.000169419,0.000169628,0.000169969,0.000169882,0.000170147,0.000170005,0.00017016,0.000170157,0.000170306,0.000170032,0.000170438,0.000170572,0.000170769,0.000170792,0.000170551,0.000170962,0.000171348,0.000170888,0.000171116,0.00017107,0.000171299,0.000171274,0.000171757,0.000171356,0.000171736,0.000171568,0.000171832,0.000171437
0.0001682,0.000167885,0.000168359,0.000168706,0.000169098,0.000169192,0.000168991,0.000169466,0.000169532,0.00016943,0.000169891,0.000169664,0.000169871,0.000170238,0.000170171,0.000170417,0.000170274,0.000170427,0.000170404,0.000170516,0.000170294,0.000170792,0.000170822,0.000171045,0.0001711,0.000170952,0.000171196,0.000171611,0.000171245,0.000171474,0.000171351,0.000171634,0.000171666,0.000172079,0.000171707,0.000172022,0.000171782,0.000172069,0.000171749
0.000168409,0.000168076,0.000168556,0.00016883,0.00016934,0.000169467,0.000169254,0.00016969,0.000169807,0.000169822,0.000170122,0.000169898,0.000170169,0.00017049,0.00017041,0.000170659,0.000170582,0.000170754,0.000170632,0.000170793,0.0001706,0.000171012,0.000171116,0.000171327,0.000171427,0.000171263,0.000171489,0.000171863,0.000171496,0.000171698,0.000171562,0.000171931,0.000171833,0.000172396,0.000171964,0.000172303,0.000172015,0.000172279,0.000172017
0.000168675,0.000168347,0.000168803,0.000169125,0.000169652,0.000169692,0.00016956,0.000169927,0.000170101,0.000170098,0.000170438,0.000170157,0.000170477,0.000170788,0.000170713,0.000170925,0.00017083,0.000171046,0.000170885,0.000171068,0.000170889,0.000171159,0.000171437,0.00017156,0.000171631,0.000171418,0.000171774,0.000172059,0.0001717,0.000171975,0.000171894,0.000172133,0.000172085,0.000172572,0.000172124,0.000172545,0.000172306,0.00017268,0.000172264
0.000168882,0.000168615,0.000168974,0.000169341,0.000170021,0.000170018,0.000169902,0.000170292,0.000170348,0.000170279,0.000170668,0.000170485,0.000170729,0.000171041,0.000170972,0.000171167,0.000171056,0.000171272,0.000171154,0.000171393,0.000171177,0.000171406,0.000171619,0.000171936,0.000171921,0.000171737,0.000172044,0.000172408,0.000172057,0.000172225,0.000172173,0.000172434,0.000172409,0.000172877,0.000172495,0.00017277,0.000172581,0.000173002,0.000172492
0.00016909,0.000168966,0.000169292,0.000169635,0.000170253,0.000170257,0.000170165,0.000170508,0.00017064,0.000170549,0.000171065,0.000170797,0.000171064,0.000171299,0.00017123,0.000171465,0.000171354,0.000171476,0.000171466,0.000171617,0.000171394,0.000171646,0.000171933,0.000172247,0.000172157,0.000172181,0.000172393,0.000172702,0.000172264,0.000172426,0.000172401,0.000172763,0.00017271,0.000173162,0.000172757,0.000173172,0.000172987,0.000173276,0.000172847
0.00016939,0.000169158,0.000169454,0.000169894,0.000170487,0.000170466,0.000170343,0.000170721,0.000170894,0.000170857,0.000171216,0.000171094,0.000171313,0.000171528,0.000171489,0.000171783,0.000171657,0.000171836,0.00017174,0.000171962,0.000171713,0.000171907,0.000172213,0.000172489,0.000172432,0.000172567,0.000172635,0.000172942,0.000172567,0.000172761,0.000172684,0.000173061,0.000173001,0.000173396,0.000173071,0.000173424,0.000173209,0.000173498,0.000173031
0.000169681,0.000169449,0.000169846,0.000170276,0.000170876,0.000170783,0.000170606,0.000171053,0.000171048,0.000171104,0.000171501,0.000171367,0.000171598,0.000171921,0.000171744,0.000172063,0.000171912,0.000172113,0.000171996,0.000172196,0.00017197,0.00017217,0.000172474,0.000172669,0.000172746,0.000172793,0.000172892,0.000173231,0.000172901,0.000173062,0.000173055,0.000173325,0.000173243,0.000173734,0.000173414,0.000173688,0.000173425,0.000173777,0.000173432
0.000169867,0.000169745,0.000170115,0.00017048,0.000171155,0.000171091,0.000170905,0.000171293,0.000171411,0.000171514,0.000171827,0.000171631,0.00017193,0.000172125,0.000172082,0.000172317,0.000172177,0.000172404,0.000172245,0.000172372,0.000172243,0.000172444,0.000172749,0.000173084,0.000173035,0.000172995,0.000173275,0.000173544,0.000173144,0.000173318,0.000173268,0.000173574,0.000173548,0.000173984,0.000173635,0.000174008,0.000173757,0.000174078,0.0001737
0.000170017,0.000170055,0.000170394,0.000170758,0.000171352,0.000171386,0.000171223,0.000171467,0.000171763,0.000171617,0.000172077,0.000171933,0.000172138,0.000172408,0.000172344,0.000172611,0.000172505,0.000172663,0.000172599,0.000172639,0.000172498,0.000172766,0.000173056,0.000173377,0.000173326,0.000173356,0.000173475,0.000173858,0.000173465,0.000173682,0.000173476,0.000173869,0.000173829,0.000174172,0.00017387,0.000174223,0.00017407,0.000174396,0.000173969
0.000170381,0.000170345,0.000170575,0.000171004,0.00017169,0.000171721,0.000171512,0.000171885,0.000172071,0.000172021,0.000172431,0.000172233,0.00017249,0.000172801,0.0001726,0.000172881,0.00017274,0.000172918,0.000172879,0.000172989,0.000172814,0.000173063,0.000173297,0.000173614,0.000173664,0.00017376,0.000173693,0.000174253,0.000173744,0.000173977,0.000173801,0.0001742,0.000174142,0.000174482,0.000174135,0.000174531,0.000174386,0.000174577,0.000174247
0.000170748,0.000170625,0.000170963,0.000171299,0.000172071,0.00017201,0.000171784,0.00017227,0.000172307,0.000172287,0.000172655,0.000172497,0.000172768,0.000173002,0.000172864,0.000173129,0.000173049,0.000173267,0.000173156,0.000173228,0.000173097,0.000173387,0.000173604,0.000173943,0.0001739,0.000174085,0.000174001,0.000174489,0.000174073,0.000174159,0.000174081,0.000174468,0.000174471,0.000174807,0.000174423,0.000174775,0.00017461,0.000174893,0.000174467
0.000171298,0.000170867,0.00017113,0.000171644,0.000172308,0.000172353,0.000172145,0.000172508,0.000172587,0.0001726,0.000172926,0.000172857,0.000173037,0.000173376,0.000173153,0.000173491,0.000173421,0.000173541,0.000173463,0.000173546,0.000173319,0.000173643,0.000173891,0.000174237,0.000174237,0.000174305,0.00017426,0.000174833,0.000174334,0.000174467,0.000174444,0.000174794,0.000174729,0.000175063,0.000174723,0.000175091,0.000174876,0.000175261,0.00017467
0.000171549,0.000171023,0.000171469,0.000171923,0.000172559,0.000172616,0.000172367,0.000172743,0.000172924,0.000172965,0.000173266,0.000173059,0.000173373,0.000173658,0.00017338,0.000173779,0.000173692,0.000173801,0.000173773,0.000173714,0.000173636,0.000173909,0.00017417,0.000174532,0.000174538,0.000174696,0.000174584,0.000175093,0.00017461,0.000174745,0.000174729,0.000175119,0.000175024,0.000175205,0.000174982,0.000175378,0.000175252,0.000175574,0.000175064
0.000171913,0.000171414,0.000171789,0.000172241,0.000172965,0.000172965,0.000172683,0.000173082,0.000173236,0.000173179,0.000173634,0.000173402,0.000173628,0.000173937,0.000173736,0.000174117,0.000173987,0.000174112,0.000173987,0.000174116,0.000173954,0.000174208,0.0001745,0.000174791,0.000174844,0.000175117,0.000174856,0.000175368,0.000174914,0.000174983,0.000175051,0.000175421,0.000175374,0.000175602,0.000175333,0.000175632,0.000175636,0.000175768,0.000175406
0.000172008,0.000171783,0.000172001,0.00017252,0.000173265,0.000173186,0.000172921,0.000173379,0.000173531,0.000173481,0.000173902,0.000173701,0.000173881,0.000174249,0.000174068,0.000174376,0.000174369,0.000174352,0.000174269,0.000174312,0.00017428,0.000174511,0.000174737,0.000175153,0.000175156,0.000175502,0.00017521,0.000175684,0.000175266,0.000175223,0.000175367,0.000175716,0.000175622,0.000175877,0.000175563,0.000175907,0.000175883,0.000176132,0.00017563
0.000172383,0.000172057,0.000172415,0.000172806,0.000173521,0.000173428,0.000173276,0.000173677,0.000173825,0.000173761,0.000174139,0.000174,0.000174302,0.000174479,0.000174282,0.000174644,0.00017464,0.000174617,0.000174656,0.0001747,0.000174596,0.00017476,0.000175067,0.000175379,0.000175486,0.000175768,0.000175519,0.000175958,0.000175517,0.00017555,0.000175617,0.000175976,0.00017598,0.000176168,0.000175857,0.000176274,0.000176219,0.000176422,0.000176003
0.000172566,0.000172389,0.000172746,0.000173074,0.000173923,0.000173766,0.00017354,0.000173979,0.000174084,0.000174116,0.000174496,0.00017432,0.000174601,0.000174804,0.000174613,0.000174997,0.000174996,0.000174925,0.000174934,0.00017496,0.000174914,0.000175056,0.000175412,0.000175704,0.000175789,0.000175999,0.00017581,0.000176254,0.000175801,0.000175879,0.000175845,0.000176308,0.000176273,0.000176466,0.000176203,0.000176554,0.000176447,0.000176709,0.000176292
0.000172832,0.000172695,0.000173069,0.000173422,0.000174213,0.0001741,0.000173829,0.000174297,0.000174553,0.00017441,0.000174861,0.000174576,0.000174913,0.000175104,0.000174892,0.000175272,0.000175231,0.00017526,0.000175211,0.000175259,0.000175135,0.000175445,0.000175674,0.000176004,0.00017608,0.000176466,0.000176099,0.000176691,0.000176123,0.000176198,0.000176227,0.000176664,0.00017661,0.00017676,0.000176483,0.000176887,0.000176772,0.000177074,0.000176562
0.000173211,0.00017304,0.000173373,0.000173854,0.000174493,0.000174445,0.000174199,0.000174565,0.000174855,0.000174733,0.00017508,0.000174829,0.000175251,0.000175455,0.000175216,0.000175575,0.00017558,0.000175538,0.000175578,0.000175596,0.000175538,0.0001758,0.000175948,0.000176322,0.000176397,0.000176809,0.000176456,0.000176965,0.000176467,0.000176456,0.000176498,0.00017695,0.000176809,0.000177084,0.000176795,0.00017713,0.000176988,0.000177355,0.000176841
0.000173767,0.000173253,0.00017369,0.000174135,0.00017484,0.000174751,0.000174503,0.000174888,0.000175126,0.000175111,0.000175412,0.000175248,0.000175612,0.000175777,0.000175556,0.000175897,0.000175935,0.000175861,0.000175882,0.000175895,0.000175849,0.000176112,0.000176307,0.0001767,0.000176668,0.000177146,0.000176693,0.00017734,0.00017676,0.000176818,0.000176819,0.000177297,0.000177158,0.000177365,0.000177087,0.000177451,0.000177283,0.000177777,0.0001772
0.000173216,0.00017351,0.000174048,0.000174362,0.000175231,0.000175031,0.000174786,0.000175246,0.000175469,0.000175406,0.000175761,0.000175534,0.000175906,0.0001761,0.000175922,0.00017622,0.000176229,0.000176103,0.000176142,0.000176218,0.000176158,0.000176347,0.000176591,0.000177008,0.000176982,0.000177459,0.000177032,0.00017763,0.000177126,0.000177159,0.00017716,0.000177599,0.000177541,0.000177735,0.000177392,0.000177752,0.000177748,0.000178068,0.000177586
0.000173665,0.000173783,0.000174275,0.000174763,0.000175528,0.000175397,0.000175096,0.000175555,0.000175782,0.000175803,0.000176016,0.00017584,0.00017621,0.000176416,0.000176271,0.000176519,0.000176524,0.000176515,0.000176444,0.000176526,0.000176505,0.000176696,0.000176941,0.000177328,0.000177281,0.000177717,0.000177348,0.000177953,0.000177398,0.000177444,0.000177471,0.000177913,0.000177714,0.000178032,0.000177758,0.00017812,0.00017806,0.000178381,0.000177847
0.00017436,0.000174215,0.000174631,0.000175016,0.000175828,0.000175691,0.000175323,0.00017596,0.000176085,0.000176135,0.00017637,0.000176216,0.000176551,0.000176789,0.000176606,0.000176908,0.000176836,0.000176788,0.000176786,0.000176896,0.0001769,0.000176958,0.000177206,0.000177665,0.000177659,0.00017827,0.000177641,0.00017828,0.000177669,0.000177804,0.000177848,0.000178194,0.000178083,0.00017836,0.000178037,0.000178433,0.000178395,0.000178682,0.000178192
0.000174654,0.000174556,0.000174926,0.000175337,0.000176209,0.000176054,0.000175707,0.000176151,0.000176475,0.000176406,0.000176736,0.000176466,0.000176806,0.000177108,0.000176899,0.000177228,0.000177193,0.000177118,0.000177073,0.000177261,0.000177145,0.000177397,0.000177514,0.000177978,0.000177968,0.000178599,0.000178032,0.00017867,0.000178051,0.000178063,0.000178127,0.000178542,0.000178396,0.000178678,0.000178406,0.00017869,0.000178676,0.000179006,0.000178479
0.000175049,0.000174855,0.000175253,0.000175749,0.000176533,0.000176362,0.000175991,0.000176511,0.000176826,0.00017681,0.000176989,0.000176958,0.000177196,0.000177293,0.000177282,0.000177629,0.00017753,0.000177472,0.000177344,0.000177518,0.000177514,0.000177733,0.000177808,0.000178318,0.000178244,0.000178857,0.000178283,0.000178941,0.000178357,0.000178526,0.000178441,0.000178823,0.000178722,0.000179036,0.000178688,0.000179043,0.000179062,0.000179361,0.0001788
0.000175412,0.000175141,0.000175493,0.000176081,0.000176793,0.000176662,0.000176313,0.000176838,0.000177157,0.000177147,0.000177394,0.000177355,0.000177517,0.00017775,0.000177595,0.00017792,0.000177888,0.000177753,0.000177654,0.000177822,0.000177874,0.00017801,0.000178181,0.000178648,0.000178577,0.00017916,0.000178643,0.000179408,0.00017872,0.000178795,0.000178757,0.000179199,0.000179047,0.000179476,0.00017908,0.000179353,0.000179276,0.000179649,0.000179138
